ORDER_ID,CUSTOMER_ID,PRODUCT_ID,STORE_ID,EMPLOYEE_ID,ORDER_DATE,SHIP_DATE,QUANTITY_ORDERED,UNIT_PRICE,DISCOUNT_PERCENT,TOTAL_AMOUNT,PAYMENT_METHOD,ORDER_STATUS,SHIP_METHOD
2172,392,223,21,162,2024-08-27,2024-08-30,5,25609,15.18,108610.45,EasyPaisa,Delivered,Courier
2173,103,632,74,128,2025-06-08,2025-06-11,5,48368,14.39,207042.88,Bank Transfer,Shipped,Pickup
2174,1189,275,13,274,2024-06-20,2024-06-22,1,25393,16.41,21226.35,Credit Card,Shipped,Courier
2175,329,75,69,151,2025-07-29,2025-07-31,4,30634,16.28,102588.44,EasyPaisa,Delivered,Same Day
2176,885,223,32,64,2024-12-31,2025-01-05,4,25609,18.02,83978.23,Mobile Banking,Shipped,Pickup
2177,1053,444,51,86,2023-12-23,2023-12-26,4,2198,16.14,7372.94,Credit Card,Shipped,Same Day
2178,1808,658,61,105,2025-03-20,,1,47637,4.56,45466.87,JazzCash,Processing,Standard
2179,1206,474,51,237,2023-12-09,,4,35322,17.85,116072.97,Mobile Banking,Pending,Express
2180,1484,701,73,220,2023-12-13,2023-12-17,3,10437,19.04,25348.39,JazzCash,Shipped,Courier
2181,415,169,9,89,2024-02-19,2024-02-22,3,3887,4.63,11120.72,JazzCash,Delivered,Courier
2182,466,170,66,276,2025-07-20,2025-07-24,5,36923,8.58,168773.06,Bank Transfer,Delivered,Same Day
2183,347,594,67,203,2025-06-27,2025-06-29,2,10597,19.63,17033.75,Credit Card,Shipped,Express
2184,565,615,58,213,2023-12-22,2023-12-29,5,8669,16.4,36237.78,Debit Card,Delivered,Express
2185,1590,574,27,95,2025-06-19,2025-06-20,2,12977,7.0,24137.97,Mobile Banking,Shipped,Pickup
2186,939,705,16,238,2025-02-27,,2,23837,11.13,42367.47,Debit Card,Pending,Express
2187,1545,720,34,84,2024-07-29,,1,14778,17.06,12257.51,EasyPaisa,Processing,Courier
2188,1800,331,75,149,2025-03-02,2025-03-06,2,12322,3.3,23830.75,Credit Card,Shipped,Same Day
2189,1299,686,36,55,2025-04-28,2025-05-04,3,30191,3.17,87699.42,Mobile Banking,Shipped,Express
2190,1950,214,42,71,2023-11-25,,5,49421,12.08,217255.83,Cash,Processing,Express
2191,867,362,28,113,2024-08-02,2024-08-09,4,10404,4.03,39938.89,Debit Card,Delivered,Express
2192,1194,592,69,50,2024-09-26,2024-10-01,2,1425,10.95,2537.87,Debit Card,Delivered,Standard
2193,1685,677,15,192,2025-07-17,,3,3875,7.75,10724.16,Cash,Processing,Same Day
2194,21,537,43,107,2025-08-24,2025-08-30,2,6719,13.0,11691.29,Bank Transfer,Shipped,Express
2195,627,512,18,289,2023-08-30,2023-09-04,2,16781,17.32,27750.02,JazzCash,Delivered,Standard
2196,1823,150,8,230,2023-12-26,2023-12-28,5,24444,3.51,117934.51,EasyPaisa,Delivered,Pickup
2197,1530,541,61,242,2024-06-18,2024-06-22,3,14183,8.51,38929.17,JazzCash,Delivered,Standard
2198,340,425,8,230,2024-01-16,2024-01-20,3,16820,19.28,40730.87,Mobile Banking,Shipped,Pickup
2199,1224,774,4,152,2023-12-15,,1,24648,7.29,22850.42,Credit Card,Processing,Courier
2200,1441,370,21,172,2024-02-29,2024-03-03,1,12255,11.78,10811.85,Cash,Shipped,Standard
2201,1776,475,42,272,2024-11-23,2024-11-29,1,44090,4.98,41892.62,JazzCash,Delivered,Express
2202,1094,561,72,167,2024-02-10,2024-02-17,4,6452,8.46,23624.2,Bank Transfer,Delivered,Same Day
2203,768,577,13,255,2023-11-27,2023-12-01,4,6466,16.8,21518.66,Credit Card,Delivered,Pickup
2204,1855,439,52,253,2025-03-07,2025-03-12,4,9388,8.58,34331.61,Debit Card,Shipped,Courier
2205,927,618,51,237,2025-08-09,2025-08-10,5,41380,13.64,178676.21,Mobile Banking,Delivered,Express
2206,783,514,52,29,2025-06-11,2025-06-14,1,40377,8.4,36987.34,Bank Transfer,Delivered,Express
2207,867,696,34,84,2024-06-22,2024-06-25,3,42452,4.3,121884.3,JazzCash,Delivered,Pickup
2208,706,273,70,28,2024-03-04,2024-03-05,1,41237,8.67,37661.76,Debit Card,Shipped,Standard
2209,180,688,59,96,2023-10-14,2023-10-15,1,28022,7.73,25856.75,Mobile Banking,Delivered,Standard
2210,1764,637,39,234,2023-10-08,2023-10-12,4,3761,15.08,12775.54,Cash,Shipped,Same Day
2211,673,751,31,137,2023-08-27,2023-09-03,4,30937,4.81,117794.14,Debit Card,Shipped,Pickup
2212,1272,675,29,283,2025-02-18,2025-02-20,3,20066,17.71,49536.73,Debit Card,Delivered,Express
2213,1460,168,74,128,2025-07-03,,3,2469,5.73,6982.79,Debit Card,Pending,Standard
2214,1913,414,40,32,2024-07-11,2024-07-17,1,30360,18.96,24602.51,Mobile Banking,Delivered,Courier
2215,1361,744,67,145,2024-07-07,2024-07-13,2,40044,19.38,64564.56,Mobile Banking,Shipped,Same Day
2216,963,272,71,259,2025-04-15,2025-04-19,5,18904,19.86,75748.95,Cash,Shipped,Courier
2217,153,420,8,208,2024-11-03,2024-11-05,3,49349,0.79,146884.55,Cash,Shipped,Pickup
2218,29,476,49,126,2024-04-23,2024-04-26,2,10915,18.87,17710.36,Credit Card,Shipped,Standard
2219,339,319,28,113,2024-11-10,2024-11-17,5,33976,6.3,159170.2,EasyPaisa,Delivered,Standard
2220,457,598,14,97,2023-11-22,2023-11-28,3,33955,10.74,90928.32,Bank Transfer,Shipped,Same Day
2221,642,759,59,265,2024-03-15,2024-03-19,1,750,8.69,684.82,JazzCash,Shipped,Express
2222,5,666,69,153,2023-09-01,2023-09-06,2,17292,19.71,27769.09,Credit Card,Delivered,Standard
2223,1295,567,42,272,2024-10-09,2024-10-15,4,18576,2.31,72586.69,Credit Card,Delivered,Pickup
2224,964,286,57,236,2024-05-30,2024-05-31,2,40473,18.16,66249.06,Mobile Banking,Delivered,Standard
2225,1136,525,44,4,2024-04-30,2024-05-02,3,12164,13.45,31583.49,JazzCash,Shipped,Courier
2226,65,423,75,119,2024-02-07,,5,35333,19.88,141540.62,Mobile Banking,Processing,Pickup
2227,1309,749,48,115,2024-02-17,2024-02-21,4,23588,10.85,84116.45,Bank Transfer,Shipped,Same Day
2228,564,100,31,25,2024-04-28,2024-05-05,3,35404,14.27,91053.2,Debit Card,Delivered,Standard
2229,66,657,41,36,2025-08-10,2025-08-17,5,47124,18.77,191391.49,EasyPaisa,Shipped,Pickup
2230,477,334,71,259,2025-06-19,,5,12254,12.09,53864.69,EasyPaisa,Pending,Same Day
2231,1653,203,39,67,2024-04-24,2024-04-28,1,25119,5.21,23809.61,JazzCash,Shipped,Same Day
2232,325,795,16,231,2023-12-07,2023-12-13,1,13627,14.42,11662.4,EasyPaisa,Delivered,Pickup
2233,1767,211,62,146,2024-08-08,2024-08-10,4,6949,10.93,24757.28,Cash,Delivered,Same Day
2234,1071,384,75,119,2025-02-11,2025-02-13,1,7461,17.19,6178.66,Debit Card,Delivered,Courier
2235,1563,135,58,213,2024-02-25,,5,14766,17.32,61039.95,EasyPaisa,Processing,Pickup
2236,244,798,66,103,2023-08-29,2023-09-03,3,43335,19.72,104371.5,Mobile Banking,Delivered,Courier
2237,494,512,70,11,2024-02-01,2024-02-05,3,16781,0.92,49878.54,EasyPaisa,Shipped,Same Day
2238,1411,81,27,258,2023-10-30,2023-11-06,1,39188,11.01,34872.95,Credit Card,Shipped,Standard
2239,465,680,38,257,2024-04-18,,3,35000,2.04,102854.86,JazzCash,Pending,Courier
2240,459,483,29,283,2024-12-09,,2,30581,6.71,57055.18,EasyPaisa,Processing,Courier
2241,1354,512,51,185,2024-07-07,2024-07-08,4,16781,6.63,62675.48,Debit Card,Shipped,Same Day
2242,1510,273,35,275,2024-06-13,,3,41237,3.06,119919.88,Cash,Pending,Same Day
2243,646,545,63,73,2024-10-07,2024-10-08,5,15633,15.59,65975.28,Mobile Banking,Shipped,Courier
2244,1885,727,70,13,2024-11-02,2024-11-04,1,47606,15.01,40461.59,Mobile Banking,Shipped,Same Day
2245,1552,706,7,199,2023-11-05,2023-11-10,2,15329,16.12,25714.74,EasyPaisa,Shipped,Pickup
2246,304,764,51,262,2024-07-29,2024-07-30,5,39846,7.36,184571.9,JazzCash,Shipped,Express
2247,891,766,13,274,2025-05-05,2025-05-09,3,38185,13.31,99302.16,EasyPaisa,Delivered,Same Day
2248,67,435,42,243,2023-12-05,2023-12-06,1,2057,0.7,2042.58,EasyPaisa,Delivered,Pickup
2249,144,59,54,125,2023-12-29,2023-12-30,5,29617,13.27,128427.04,Mobile Banking,Delivered,Courier
2250,1495,539,23,91,2025-04-14,2025-04-18,1,41770,9.73,37706.85,Bank Transfer,Shipped,Standard
2251,714,704,58,291,2024-05-07,2024-05-10,5,30545,19.28,123283.49,Debit Card,Shipped,Same Day
2252,43,466,44,204,2025-02-25,2025-03-03,1,27100,5.64,25570.74,EasyPaisa,Delivered,Express
2253,1620,201,11,75,2025-01-30,2025-02-05,2,47029,12.37,82419.4,JazzCash,Delivered,Standard
2254,1726,760,74,277,2025-02-20,2025-02-25,1,27180,3.15,26323.98,JazzCash,Delivered,Courier
2255,51,140,70,13,2024-08-03,,5,7909,9.79,35674.78,JazzCash,Processing,Pickup
2256,420,580,15,40,2024-11-07,2024-11-12,2,26116,3.7,50301.06,Mobile Banking,Delivered,Courier
2257,1326,653,33,54,2024-02-12,,2,27469,6.51,51362.01,JazzCash,Pending,Express
2258,819,295,20,224,2025-02-26,2025-03-04,3,35412,8.66,97030.77,Bank Transfer,Shipped,Courier
2259,1702,16,9,89,2024-02-15,2024-02-16,2,48804,18.39,79660.98,Debit Card,Shipped,Courier
2260,1160,644,60,109,2023-10-17,,2,3808,1.21,7523.99,Debit Card,Processing,Same Day
2261,36,115,60,6,2024-09-27,2024-09-29,2,32213,7.31,59713.44,Cash,Delivered,Express
2262,924,107,58,291,2024-03-19,,4,27917,19.94,89404.03,JazzCash,Processing,Pickup
2263,1101,790,23,189,2024-10-15,2024-10-19,3,36702,14.74,93874.69,Debit Card,Delivered,Express
2264,1818,349,4,76,2025-01-15,,5,12703,17.82,52199.59,Debit Card,Pending,Same Day
2265,1021,288,27,95,2025-01-08,2025-01-09,1,8680,14.62,7411.34,Cash,Delivered,Same Day
2266,148,378,50,177,2023-12-28,2023-12-30,5,3865,18.14,15819.56,EasyPaisa,Shipped,Same Day
2267,1019,782,72,167,2025-03-21,2025-03-24,4,35875,3.36,138677.91,Mobile Banking,Delivered,Courier
2268,9,56,69,217,2025-03-21,2025-03-26,1,38377,6.78,35775.62,Bank Transfer,Delivered,Pickup
2269,1405,639,73,220,2024-05-08,2024-05-10,1,27374,2.26,26755.93,Mobile Banking,Delivered,Express
2270,930,708,70,28,2024-10-06,2024-10-10,3,33623,11.01,89765.25,JazzCash,Shipped,Courier
2271,996,131,49,126,2024-07-08,2024-07-10,2,29036,18.95,47069.88,Bank Transfer,Delivered,Same Day
2272,222,572,57,62,2023-12-14,,5,14356,10.67,64122.17,EasyPaisa,Pending,Express
2273,1245,663,30,183,2024-06-07,2024-06-13,1,28175,4.39,26938.06,EasyPaisa,Delivered,Same Day
2274,371,645,50,280,2023-12-23,,5,3061,19.06,12387.11,EasyPaisa,Processing,Pickup
2275,1337,12,8,230,2025-06-12,,4,17998,13.77,62080.21,Bank Transfer,Pending,Pickup
2276,1393,787,65,240,2024-07-20,,2,16609,19.21,26836.66,Credit Card,Pending,Same Day
2277,1078,360,33,197,2023-09-04,,4,11048,15.83,37194.7,Credit Card,Pending,Standard
2278,1056,450,37,251,2024-05-22,,3,47864,14.58,122662.42,Bank Transfer,Processing,Courier
2279,536,287,49,126,2024-05-11,,5,10192,9.9,45912.98,JazzCash,Processing,Pickup
2280,749,593,1,117,2023-10-24,2023-10-31,5,11645,5.73,54886.77,Debit Card,Delivered,Pickup
2281,610,520,12,235,2024-09-21,2024-09-23,1,47224,10.51,42261.89,EasyPaisa,Delivered,Express
2282,720,640,4,165,2024-08-21,2024-08-28,5,32567,17.17,134875.69,Cash,Delivered,Standard
2283,1452,574,25,21,2024-07-28,2024-08-03,5,12977,8.9,59111.35,Bank Transfer,Shipped,Same Day
2284,67,20,5,273,2024-09-30,2024-10-07,5,22758,12.96,99048.05,JazzCash,Shipped,Express
2285,1406,38,57,62,2025-04-30,2025-05-02,5,31132,7.85,143446.18,Cash,Delivered,Express
2286,1903,193,66,276,2025-01-24,2025-01-29,1,3441,19.16,2781.68,Bank Transfer,Shipped,Courier
2287,407,83,74,128,2023-09-26,2023-09-29,4,37698,16.03,126618.55,Bank Transfer,Shipped,Same Day
2288,1712,21,35,18,2023-11-19,,5,43651,0.07,218098.14,Cash,Pending,Pickup
2289,1415,430,18,100,2024-09-11,2024-09-15,3,27788,0.6,82866.43,Credit Card,Shipped,Express
2290,388,644,38,285,2025-07-19,2025-07-23,5,3808,11.52,16847.15,Bank Transfer,Delivered,Standard
2291,76,371,2,241,2024-06-24,2024-06-30,1,29473,6.26,27629.28,JazzCash,Delivered,Courier
2292,1616,441,7,156,2024-06-26,2024-07-02,2,8841,9.18,16059.45,Mobile Banking,Shipped,Courier
2293,1633,654,60,109,2025-05-12,2025-05-17,5,22058,1.65,108474.79,Bank Transfer,Shipped,Express
2294,641,759,60,6,2024-04-26,2024-05-02,3,750,16.69,1874.53,EasyPaisa,Shipped,Courier
2295,180,481,64,173,2023-09-23,2023-09-25,5,8883,9.65,40127.0,Mobile Banking,Shipped,Pickup
2296,211,89,60,187,2023-10-29,2023-11-01,1,12315,6.13,11560.2,Cash,Shipped,Courier
2297,1410,361,58,132,2024-12-06,2024-12-12,5,23190,6.67,108221.27,Credit Card,Delivered,Express
2298,1600,715,73,81,2024-07-05,2024-07-07,2,14163,16.33,23699.74,JazzCash,Shipped,Standard
2299,1135,369,45,70,2025-05-03,2025-05-04,2,6735,10.5,12055.01,Cash,Shipped,Courier
2300,985,706,54,300,2024-12-03,2024-12-05,1,15329,19.33,12365.96,Mobile Banking,Delivered,Express
2301,985,711,68,135,2024-10-12,2024-10-19,2,25594,6.16,48037.25,Mobile Banking,Delivered,Courier
2302,1470,714,2,188,2024-10-05,2024-10-06,2,29660,9.48,53697.61,Debit Card,Delivered,Express
2303,1643,309,4,152,2024-07-11,2024-07-17,1,28184,0.87,27939.3,Credit Card,Shipped,Standard
2304,107,748,60,6,2024-03-17,2024-03-23,4,42893,12.6,149959.82,EasyPaisa,Delivered,Courier
2305,713,659,65,284,2024-01-08,2024-01-10,1,35722,8.35,32739.99,Debit Card,Shipped,Standard
2306,494,192,36,140,2023-12-08,2023-12-09,1,17836,0.48,17749.81,Mobile Banking,Delivered,Same Day
2307,1585,286,65,284,2024-07-11,2024-07-17,3,40473,12.38,106381.41,Mobile Banking,Delivered,Express
2308,1124,157,36,72,2024-08-22,2024-08-26,4,1861,17.58,6135.08,EasyPaisa,Shipped,Express
2309,1729,240,52,29,2024-05-24,2024-05-26,5,49005,14.05,210602.19,EasyPaisa,Shipped,Express
2310,1614,613,23,189,2024-02-25,2024-03-03,3,29799,16.82,74356.18,Credit Card,Shipped,Same Day
2311,1091,427,24,102,2025-04-12,2025-04-16,4,13299,1.49,52405.55,JazzCash,Delivered,Express
2312,132,593,38,257,2023-11-20,2023-11-24,1,11645,1.03,11525.12,Credit Card,Shipped,Express
2313,179,42,63,190,2024-01-24,2024-01-31,1,20451,2.17,20007.16,Credit Card,Shipped,Pickup
2314,673,460,27,95,2023-10-23,2023-10-30,4,48951,16.93,162647.84,Mobile Banking,Shipped,Pickup
2315,1636,789,26,83,2023-12-28,,2,10921,6.63,20394.7,EasyPaisa,Pending,Express
2316,1501,449,24,247,2024-07-15,2024-07-18,3,34100,18.46,83416.15,Bank Transfer,Shipped,Express
2317,1443,21,56,296,2025-06-27,2025-06-30,4,43651,16.42,145940.53,Credit Card,Delivered,Same Day
2318,873,608,18,100,2023-10-13,2023-10-15,4,10780,15.38,36489.04,JazzCash,Shipped,Same Day
2319,842,350,8,230,2024-12-15,2024-12-17,4,25292,11.43,89600.69,Debit Card,Delivered,Express
2320,106,721,13,255,2023-09-30,2023-10-07,4,27436,0.6,109090.03,Credit Card,Shipped,Pickup
2321,1039,235,55,37,2024-08-29,2024-09-02,5,49213,14.19,211151.7,Debit Card,Shipped,Standard
2322,1604,362,59,288,2023-10-25,2023-10-26,5,10404,18.67,42308.19,Mobile Banking,Delivered,Courier
2323,1270,49,28,113,2024-05-20,2024-05-24,3,35696,18.58,87195.17,Mobile Banking,Delivered,Express
2324,1463,30,25,292,2025-02-12,,2,37381,7.96,68811.98,Credit Card,Pending,Standard
2325,789,686,8,208,2023-12-27,2023-12-29,4,30191,13.42,104562.08,JazzCash,Shipped,Standard
2326,1400,649,54,202,2024-10-29,2024-11-03,1,47042,7.74,43400.89,Debit Card,Delivered,Courier
2327,371,466,49,210,2024-07-31,2024-08-02,2,27100,16.53,45241.57,Mobile Banking,Shipped,Courier
2328,1915,612,40,136,2023-12-07,2023-12-12,1,4319,6.38,4043.63,Mobile Banking,Shipped,Pickup
2329,620,268,23,189,2024-10-04,2024-10-08,2,18751,16.52,31305.41,Bank Transfer,Delivered,Pickup
2330,638,715,7,199,2024-07-12,,3,14163,16.59,35438.55,Bank Transfer,Pending,Standard
2331,1123,793,69,63,2024-07-29,2024-08-03,4,28398,15.7,95755.11,EasyPaisa,Shipped,Express
2332,1731,204,36,246,2024-10-06,2024-10-09,5,22095,16.13,92654.36,Mobile Banking,Shipped,Standard
2333,270,609,51,130,2023-11-29,,4,17474,12.63,61071.43,Mobile Banking,Pending,Standard
2334,162,398,33,174,2025-04-25,,1,923,13.44,798.97,Credit Card,Pending,Express
2335,1894,91,31,78,2024-07-23,2024-07-30,3,19650,17.87,48413.7,Cash,Shipped,Pickup
2336,1428,280,9,89,2023-12-16,,5,28810,13.54,124545.75,Credit Card,Pending,Same Day
2337,838,740,64,123,2025-03-13,2025-03-14,4,6241,8.79,22770.58,Mobile Banking,Delivered,Same Day
2338,261,59,45,31,2025-03-16,2025-03-17,2,29617,15.87,49832.16,EasyPaisa,Shipped,Express
2339,143,106,54,202,2025-06-27,,4,11693,1.57,46037.05,Debit Card,Processing,Express
2340,487,400,61,254,2024-09-07,2024-09-08,1,30873,3.81,29697.27,Cash,Shipped,Same Day
2341,1274,474,34,286,2024-11-03,2024-11-07,4,35322,16.84,117494.74,Debit Card,Delivered,Express
2342,924,204,23,176,2024-10-18,2024-10-24,2,22095,15.12,37507.4,Mobile Banking,Delivered,Pickup
2343,26,116,55,233,2024-09-08,2024-09-12,3,46793,8.21,128859.75,JazzCash,Shipped,Pickup
2344,1468,413,27,258,2024-04-09,2024-04-15,1,10744,0.28,10713.86,JazzCash,Delivered,Courier
2345,1553,744,63,24,2023-12-04,2023-12-06,3,40044,19.55,96644.61,Mobile Banking,Delivered,Same Day
2346,1339,115,51,237,2023-09-26,2023-10-02,2,32213,7.27,59740.68,Debit Card,Delivered,Pickup
2347,1026,701,70,19,2023-10-14,2023-10-16,4,10437,13.35,36173.68,Bank Transfer,Shipped,Express
2348,595,745,10,225,2023-09-27,2023-10-02,3,11500,2.69,33571.65,Debit Card,Delivered,Pickup
2349,1929,606,40,136,2025-07-28,2025-08-02,1,27043,8.18,24831.81,Bank Transfer,Shipped,Same Day
2350,860,533,62,146,2023-10-29,2023-10-30,3,47347,9.09,129126.26,EasyPaisa,Delivered,Express
2351,580,377,33,174,2024-08-08,2024-08-14,5,4659,14.86,19833.07,Cash,Delivered,Same Day
2352,739,354,50,280,2025-05-23,2025-05-26,3,2179,8.85,5958.34,Debit Card,Shipped,Pickup
2353,1588,347,53,205,2023-09-23,2023-09-28,2,12709,13.67,21943.5,Mobile Banking,Shipped,Express
2354,874,560,9,138,2023-09-23,2023-09-28,2,3845,5.6,7259.57,Debit Card,Shipped,Standard
2355,1575,651,61,144,2024-12-26,2024-12-31,3,7773,0.25,23260.95,JazzCash,Delivered,Courier
2356,793,677,33,197,2025-06-02,2025-06-07,5,3875,3.36,18724.07,JazzCash,Shipped,Express
2357,264,273,15,43,2023-09-01,2023-09-02,2,41237,12.39,72252.44,Credit Card,Delivered,Express
2358,507,165,13,274,2025-05-08,2025-05-12,3,33251,5.55,94218.7,Mobile Banking,Delivered,Express
2359,201,343,55,233,2025-04-13,2025-04-17,1,25159,4.11,24125.62,Cash,Shipped,Same Day
2360,1935,414,12,235,2025-08-22,2025-08-27,2,30360,4.59,57930.37,Bank Transfer,Shipped,Standard
2361,545,229,20,224,2025-03-23,2025-03-26,1,6553,11.96,5769.28,Debit Card,Delivered,Standard
2362,1609,585,28,113,2023-10-18,2023-10-24,5,37989,12.99,165273.71,EasyPaisa,Delivered,Same Day
2363,1510,153,64,211,2024-08-19,2024-08-26,2,34959,3.66,67355.58,JazzCash,Shipped,Courier
2364,1931,189,22,222,2024-09-28,2024-10-04,3,31960,16.49,80070.18,Bank Transfer,Shipped,Pickup
2365,1182,553,47,215,2025-06-08,2025-06-09,3,34397,7.9,95042.09,Debit Card,Delivered,Pickup
2366,1694,608,67,9,2024-11-01,2024-11-06,1,10780,14.88,9176.25,Mobile Banking,Delivered,Pickup
2367,1214,176,62,51,2025-01-04,,1,1222,8.3,1120.61,JazzCash,Pending,Standard
2368,240,723,9,5,2024-10-05,2024-10-08,1,46881,5.8,44163.79,Credit Card,Delivered,Express
2369,1603,448,16,223,2024-03-22,2024-03-29,2,12125,4.91,23060.5,Mobile Banking,Shipped,Pickup
2370,1733,53,26,83,2023-11-15,2023-11-20,5,38958,18.7,158371.45,Bank Transfer,Shipped,Same Day
2371,97,599,68,135,2024-01-02,2024-01-07,2,8251,19.97,13206.52,Mobile Banking,Delivered,Pickup
2372,30,465,31,12,2025-02-02,2025-02-03,2,1166,8.6,2131.46,Cash,Delivered,Standard
2373,610,424,30,183,2023-11-29,2023-11-30,4,42314,9.61,152993.9,Debit Card,Shipped,Courier
2374,475,274,62,85,2024-09-01,2024-09-04,3,37306,15.75,94295.94,Debit Card,Shipped,Express
2375,137,424,74,277,2025-04-29,2025-04-30,1,42314,5.57,39958.37,Credit Card,Delivered,Courier
2376,511,278,30,108,2025-04-11,2025-04-16,1,17582,11.3,15595.75,Debit Card,Delivered,Pickup
2377,1534,626,33,197,2024-09-08,2024-09-15,3,13855,15.79,35001.52,Debit Card,Shipped,Courier
2378,1818,756,56,296,2024-04-27,2024-05-03,1,45655,14.09,39221.34,Mobile Banking,Shipped,Express
2379,1570,663,71,259,2025-05-25,2025-05-30,4,28175,8.3,103344.69,Cash,Delivered,Same Day
2380,621,522,38,299,2025-08-11,2025-08-12,2,44510,13.88,76664.19,Bank Transfer,Delivered,Pickup
2381,615,608,71,259,2025-07-07,,5,10780,0.84,53447.01,Cash,Processing,Pickup
2382,1316,746,51,88,2023-11-09,2023-11-10,3,1657,19.27,4012.99,Debit Card,Delivered,Standard
2383,496,617,54,125,2024-06-22,2024-06-25,4,24985,0.19,99753.13,Debit Card,Shipped,Same Day
2384,913,632,52,253,2024-12-23,2024-12-25,2,48368,12.31,84829.46,Bank Transfer,Shipped,Express
2385,999,528,37,251,2023-12-20,2023-12-26,3,15968,19.9,38373.46,Debit Card,Delivered,Standard
2386,1830,462,21,172,2024-03-12,2024-03-14,4,4206,18.9,13644.33,Cash,Shipped,Pickup
2387,925,353,38,257,2024-06-24,2024-06-27,2,41391,11.48,73276.12,Cash,Shipped,Same Day
2388,1110,621,71,259,2025-02-21,2025-02-25,3,33101,5.48,93858.45,Cash,Delivered,Standard
2389,1707,365,13,255,2023-12-01,2023-12-02,3,18757,8.66,51397.48,Cash,Delivered,Pickup
2390,239,36,19,196,2025-08-23,2025-08-24,1,9669,1.83,9492.33,Credit Card,Shipped,Courier
2391,1325,124,60,109,2024-06-22,2024-06-29,3,10850,14.0,27991.7,Credit Card,Shipped,Standard
2392,1813,788,27,179,2024-03-21,2024-03-26,3,5464,10.64,14647.91,JazzCash,Shipped,Same Day
2393,920,90,40,136,2024-09-17,2024-09-21,3,42148,9.09,114948.2,Debit Card,Delivered,Express
2394,830,418,23,189,2024-06-15,2024-06-17,1,13961,4.38,13350.07,Credit Card,Shipped,Pickup
2395,1717,506,19,61,2024-04-20,2024-04-24,1,49791,9.65,44988.03,Cash,Delivered,Pickup
2396,473,657,43,107,2024-06-16,2024-06-18,3,47124,18.03,115879.2,Credit Card,Shipped,Standard
2397,321,488,21,162,2025-08-16,2025-08-23,2,10065,1.64,19799.28,JazzCash,Shipped,Express
2398,159,541,71,259,2024-06-02,2024-06-09,1,14183,17.16,11749.73,EasyPaisa,Shipped,Pickup
2399,616,220,58,213,2024-04-13,2024-04-14,4,22061,5.08,83761.62,Bank Transfer,Shipped,Same Day
2400,474,78,69,200,2024-09-27,,4,37618,15.48,127184.91,Bank Transfer,Processing,Standard
2401,438,765,61,3,2025-01-17,,2,22431,9.19,40737.15,Mobile Banking,Processing,Express
2402,1292,203,55,111,2024-08-24,2024-08-25,1,25119,14.41,21500.24,Bank Transfer,Delivered,Same Day
2403,57,320,28,113,2024-12-21,2024-12-25,1,2171,8.28,1991.3,JazzCash,Shipped,Courier
2404,892,633,32,261,2024-06-30,,3,29233,0.93,86885.49,EasyPaisa,Processing,Same Day
2405,4,77,16,238,2025-04-20,2025-04-25,5,39207,7.51,181303.62,Mobile Banking,Shipped,Same Day
2406,793,370,40,80,2024-07-10,2024-07-12,1,12255,17.93,10058.04,Bank Transfer,Delivered,Courier
2407,869,507,16,238,2024-06-04,2024-06-10,4,15441,9.23,56063.2,JazzCash,Shipped,Express
2408,128,685,5,10,2024-07-19,2024-07-26,4,13026,2.77,50660.82,Mobile Banking,Delivered,Courier
2409,1795,631,43,161,2023-08-27,2023-09-03,5,25538,15.82,107483.09,EasyPaisa,Shipped,Standard
2410,1744,515,8,230,2023-12-05,2023-12-07,5,12505,17.56,51544.65,Debit Card,Delivered,Pickup
2411,1949,140,70,11,2025-07-20,,2,7909,18.84,12838.06,Debit Card,Processing,Express
2412,1355,352,12,245,2024-10-21,2024-10-26,4,44172,17.72,145376.92,EasyPaisa,Delivered,Same Day
2413,694,42,18,216,2025-07-06,,3,20451,18.29,50131.38,EasyPaisa,Pending,Courier
2414,20,624,21,162,2024-11-28,2024-12-01,4,2394,2.93,9295.74,Bank Transfer,Shipped,Standard
2415,1419,789,69,59,2024-03-29,2024-04-01,1,10921,16.97,9068.06,Debit Card,Delivered,Express
2416,309,35,56,206,2024-01-27,2024-02-02,3,43863,5.58,124242.54,Mobile Banking,Delivered,Express
2417,1559,437,44,4,2024-12-26,2024-12-29,2,42907,15.07,72879.35,Debit Card,Delivered,Courier
2418,436,476,29,283,2025-07-23,2025-07-30,3,10915,1.23,32343.04,Cash,Delivered,Express
2419,1808,642,12,245,2024-08-19,2024-08-25,3,20066,2.67,58592.34,Debit Card,Delivered,Same Day
2420,1614,66,1,218,2024-12-13,2024-12-18,4,16135,1.03,63876.37,Cash,Shipped,Same Day
2421,1741,623,72,167,2025-07-15,2025-07-20,2,48286,0.93,95675.48,Credit Card,Shipped,Express
2422,792,618,2,38,2024-03-10,,3,41380,7.87,114364.3,Bank Transfer,Pending,Pickup
2423,1606,751,39,234,2025-08-15,2025-08-20,3,30937,8.05,85342.72,JazzCash,Shipped,Standard
2424,716,148,48,182,2025-03-03,2025-03-10,4,48203,5.07,183042.46,Credit Card,Shipped,Standard
2425,825,367,56,244,2024-04-08,2024-04-09,5,37434,1.5,184354.3,Cash,Shipped,Standard
2426,1777,258,30,221,2024-11-03,2024-11-05,2,42460,18.32,69361.01,Mobile Banking,Shipped,Courier
