PRODUCT_ID,PRODUCT_NAME,CATEGORY_ID,BRAND,MODEL,DESCRIPTION,UNIT_COST,UNIT_PRICE,MSRP,WEIGHT_KG,DIMENSIONS_CM,IS_ACTIVE
195,QMobile Smartphone 10,1,QMobile,Model-9179,High quality qmobile smartphone 10 from QMobile,12684.16,16145,17850.34,0.45,16x42x26 cm,True
196,Under Armour Product 196,7,Under Armour,Model-5520,High quality under armour product 196 from Under Armour,30238.06,43843,51905.68,0.37,35x32x10 cm,True
197,Fair & Lovely Product 197,6,Fair & Lovely,Model-7429,High quality fair & lovely product 197 from Fair & Lovely,939.31,1406,1683.1,5.31,72x16x28 cm,True
198,National Foods Oil,3,National Foods,Model-8962,High quality national foods oil from National Foods,23749.39,32332,36561.29,1.28,35x74x37 cm,True
199,Garnier Product 199,6,Garnier,Model-3698,High quality garnier product 199 from Garnier,28176.37,39786,47268.96,1.85,92x30x19 cm,False
200,Tecno TV 2,1,Tecno,Model-1633,High quality tecno tv 2 from Tecno,4873.32,6774,8752.0,1.12,11x20x18 cm,True
201,Shan Foods Tea,3,Shan Foods,Model-5056,High quality shan foods tea from Shan Foods,30912.01,47029,52054.11,0.8,95x83x43 cm,True
202,Garnier Product 202,6,Garnier,Model-7991,High quality garnier product 202 from Garnier,23048.82,31734,36306.75,5.87,79x45x12 cm,True
203,Staedtler Product 203,8,Staedtler,Model-5672,High quality staedtler product 203 from Staedtler,19822.24,25119,30841.5,0.74,16x25x37 cm,False
204,Dollar Product 204,8,Dollar,Model-1324,High quality dollar product 204 from Dollar,16027.68,22095,27176.96,1.94,12x89x23 cm,True
205,Pelikan Product 205,8,Pelikan,Model-3697,High quality pelikan product 205 from Pelikan,17439.21,25290,29352.1,1.31,91x46x21 cm,False
206,Vivo Charger 15,1,Vivo,Model-6635,High quality vivo charger 15 from Vivo,25902.63,33761,40432.03,8.23,92x98x12 cm,True
207,Adidas Product 207,7,Adidas,Model-9472,High quality adidas product 207 from Adidas,2562.14,3368,4110.18,1.18,44x60x24 cm,True
208,Chenab Product 208,5,Chenab,Model-6417,High quality chenab product 208 from Chenab,31511.9,42655,52668.91,0.63,55x87x29 cm,True
209,Fair & Lovely Product 209,6,Fair & Lovely,Model-4595,High quality fair & lovely product 209 from Fair & Lovely,32200.43,41113,49759.07,3.81,52x82x30 cm,True
210,Alkaram Shalwar,2,Alkaram,Model-2020,High quality alkaram shalwar from Alkaram,18185.19,28943,36270.82,3.86,94x60x29 cm,True
211,Unilever Juice,3,Unilever,Model-8288,High quality unilever juice from Unilever,5183.49,6949,8193.3,0.15,96x100x42 cm,True
212,Adidas Product 212,7,Adidas,Model-4814,High quality adidas product 212 from Adidas,21212.61,32325,37105.02,1.1,61x80x44 cm,False
213,Bonanza Shalwar,2,Bonanza,Model-5327,High quality bonanza shalwar from Bonanza,9632.02,14626,18622.02,7.68,35x95x7 cm,True
214,Fair & Lovely Product 214,6,Fair & Lovely,Model-5475,High quality fair & lovely product 214 from Fair & Lovely,35497.43,49421,63063.11,0.92,76x100x18 cm,False
215,Habitt Product 215,5,Habitt,Model-8154,High quality habitt product 215 from Habitt,7855.48,11546,13516.04,2.65,23x38x39 cm,True
216,Adidas Product 216,7,Adidas,Model-2159,High quality adidas product 216 from Adidas,1599.17,2068,2355.13,0.27,94x45x5 cm,True
217,Garnier Product 217,6,Garnier,Model-7714,High quality garnier product 217 from Garnier,21694.51,31512,36320.64,4.84,66x73x32 cm,True
218,Mitchells Juice,3,Mitchells,Model-5507,High quality mitchells juice from Mitchells,24943.97,38757,46071.57,1.27,56x70x24 cm,True
219,Ponds Product 219,6,Ponds,Model-2340,High quality ponds product 219 from Ponds,8363.48,10507,12737.4,2.31,57x50x28 cm,True
220,Tecno Laptop 16,1,Tecno,Model-3876,High quality tecno laptop 16 from Tecno,14405.45,22061,28555.3,7.48,54x63x13 cm,True
221,Alkaram Dupatta,2,Alkaram,Model-3875,High quality alkaram dupatta from Alkaram,24038.38,32169,38784.3,4.53,87x14x27 cm,True
222,Pelikan Product 222,8,Pelikan,Model-5842,High quality pelikan product 222 from Pelikan,9679.16,14366,16257.99,1.76,28x80x40 cm,True
223,Adidas Product 223,7,Adidas,Model-7026,High quality adidas product 223 from Adidas,20451.11,25609,31762.3,1.58,14x51x24 cm,True
224,Nike Product 224,7,Nike,Model-9111,High quality nike product 224 from Nike,37807.09,47406,52590.81,1.75,19x80x24 cm,True
225,Tecno Speaker 14,1,Tecno,Model-3339,High quality tecno speaker 14 from Tecno,8386.02,12361,15846.19,8.77,47x86x44 cm,False
226,IKEA Product 226,5,IKEA,Model-2757,High quality ikea product 226 from IKEA,20932.25,33478,40918.34,5.69,64x62x34 cm,False
227,Mitchells Biscuits,3,Mitchells,Model-8804,High quality mitchells biscuits from Mitchells,35075.62,47686,60312.9,1.21,18x37x21 cm,False
228,Pelikan Product 228,8,Pelikan,Model-2004,High quality pelikan product 228 from Pelikan,4027.31,5162,6499.74,1.04,40x33x13 cm,False
229,Mitsubishi Product 229,4,Mitsubishi,Model-1851,High quality mitsubishi product 229 from Mitsubishi,3958.68,6553,7962.25,3.86,77x47x27 cm,True
230,Suzuki Product 230,4,Suzuki,Model-2114,High quality suzuki product 230 from Suzuki,5373.5,8241,10394.41,8.47,87x76x47 cm,True
231,Oxford Product 231,8,Oxford,Model-1127,High quality oxford product 231 from Oxford,19057.56,28034,33923.79,1.11,71x72x4 cm,False
232,Sapphire Shalwar,2,Sapphire,Model-2522,High quality sapphire shalwar from Sapphire,2322.82,3676,4597.28,5.41,90x77x7 cm,True
233,Staedtler Product 233,8,Staedtler,Model-4738,High quality staedtler product 233 from Staedtler,931.17,1351,1729.59,0.39,100x37x38 cm,True
234,Vivo Charger 7,1,Vivo,Model-7550,High quality vivo charger 7 from Vivo,8148.88,11210,14378.02,3.79,83x61x45 cm,True
235,Adidas Product 235,7,Adidas,Model-1998,High quality adidas product 235 from Adidas,30231.06,49213,62026.18,0.19,46x96x43 cm,True
236,Ponds Product 236,6,Ponds,Model-2735,High quality ponds product 236 from Ponds,34753.21,48499,57373.36,0.44,24x63x22 cm,True
237,Oxford Product 237,8,Oxford,Model-6013,High quality oxford product 237 from Oxford,18683.02,26876,31874.86,0.76,78x25x49 cm,True
238,Habitt Product 238,5,Habitt,Model-8979,High quality habitt product 238 from Habitt,5157.53,6771,7518.1,3.98,69x45x15 cm,True
239,Reebok Product 239,7,Reebok,Model-1791,High quality reebok product 239 from Reebok,21338.14,30763,35289.15,1.82,51x64x42 cm,True
240,Daihatsu Product 240,4,Daihatsu,Model-3239,High quality daihatsu product 240 from Daihatsu,30276.06,49005,60769.7,2.98,12x24x47 cm,True
241,Khaadi Scarf,2,Khaadi,Model-3412,High quality khaadi scarf from Khaadi,6534.14,9679,11841.06,5.14,58x66x31 cm,False
242,Engro Juice,3,Engro,Model-6501,High quality engro juice from Engro,18771.75,29906,36383.32,0.3,83x10x28 cm,False
243,Mitchells Juice,3,Mitchells,Model-2454,High quality mitchells juice from Mitchells,5182.2,8253,9516.2,0.93,24x66x50 cm,True
244,Bonanza Pants,2,Bonanza,Model-3937,High quality bonanza pants from Bonanza,4130.32,5342,6352.06,6.59,58x28x48 cm,True
245,IKEA Product 245,5,IKEA,Model-6064,High quality ikea product 245 from IKEA,1184.06,1847,2105.77,5.98,76x30x42 cm,True
246,Infinix Speaker 1,1,Infinix,Model-6376,High quality infinix speaker 1 from Infinix,27084.73,38568,48009.29,4.74,31x41x49 cm,False
247,Nestle Biscuits,3,Nestle,Model-9058,High quality nestle biscuits from Nestle,8808.09,12830,15574.16,0.67,16x81x3 cm,False
248,L'Oreal Product 248,6,L'Oreal,Model-1078,High quality l'oreal product 248 from L'Oreal,22925.71,36087,40358.21,3.03,69x40x20 cm,True
249,Puma Product 249,7,Puma,Model-8737,High quality puma product 249 from Puma,15077.75,18865,24440.95,0.31,59x58x46 cm,False
250,Honda Product 250,4,Honda,Model-8743,High quality honda product 250 from Honda,13548.22,18922,23457.25,0.56,82x77x7 cm,True
251,Shan Foods Biscuits,3,Shan Foods,Model-5578,High quality shan foods biscuits from Shan Foods,31912.58,47201,52121.44,0.57,57x21x29 cm,True
252,Daihatsu Product 252,4,Daihatsu,Model-3426,High quality daihatsu product 252 from Daihatsu,20312.11,27051,31133.08,1.45,53x16x46 cm,True
253,Oxford Product 253,8,Oxford,Model-6881,High quality oxford product 253 from Oxford,33426.88,44802,51341.39,1.48,23x51x3 cm,True
254,Mitchells Tea,3,Mitchells,Model-7773,High quality mitchells tea from Mitchells,24710.25,34673,40997.09,1.68,24x72x45 cm,True
255,Bonanza Shalwar,2,Bonanza,Model-8885,High quality bonanza shalwar from Bonanza,5388.37,6769,7718.32,2.73,65x76x9 cm,False
256,Staedtler Product 256,8,Staedtler,Model-1476,High quality staedtler product 256 from Staedtler,25901.32,42330,51962.26,1.69,14x89x46 cm,True
257,Fair & Lovely Product 257,6,Fair & Lovely,Model-8240,High quality fair & lovely product 257 from Fair & Lovely,9103.26,13853,15773.47,4.24,79x13x26 cm,False
258,Suzuki Product 258,4,Suzuki,Model-1626,High quality suzuki product 258 from Suzuki,32275.88,42460,50149.46,3.35,30x77x1 cm,False
259,Adidas Product 259,7,Adidas,Model-3729,High quality adidas product 259 from Adidas,21039.33,31342,34734.48,1.53,99x72x27 cm,True
260,Habitt Product 260,5,Habitt,Model-1062,High quality habitt product 260 from Habitt,22531.36,29870,38367.2,1.59,90x59x23 cm,True
261,Samsung Speaker 18,1,Samsung,Model-7594,High quality samsung speaker 18 from Samsung,31419.23,44754,52408.14,4.34,73x56x19 cm,False
262,IKEA Product 262,5,IKEA,Model-2268,High quality ikea product 262 from IKEA,3971.02,5600,7094.97,9.77,70x31x5 cm,False
263,Habitt Product 263,5,Habitt,Model-4732,High quality habitt product 263 from Habitt,19542.17,32235,39553.05,2.15,35x95x7 cm,True
264,Suzuki Product 264,4,Suzuki,Model-7861,High quality suzuki product 264 from Suzuki,14574.89,19805,22889.69,6.13,12x89x18 cm,True
265,Pilot Product 265,8,Pilot,Model-3204,High quality pilot product 265 from Pilot,592.96,976,1223.69,1.57,97x19x27 cm,True
266,Engro Oil,3,Engro,Model-2619,High quality engro oil from Engro,25882.17,40759,46056.07,1.65,76x89x20 cm,True
267,Honda Product 267,4,Honda,Model-6541,High quality honda product 267 from Honda,6143.43,9119,11000.31,6.46,21x26x37 cm,True
268,Khaadi Dupatta,2,Khaadi,Model-8101,High quality khaadi dupatta from Khaadi,14261.07,18751,22259.2,7.44,25x47x31 cm,True
269,Habitt Product 269,5,Habitt,Model-5775,High quality habitt product 269 from Habitt,11442.68,18973,23874.4,1.59,82x99x20 cm,True
270,Staedtler Product 270,8,Staedtler,Model-8232,High quality staedtler product 270 from Staedtler,26370.72,37297,41797.3,1.83,78x45x21 cm,False
271,Ponds Product 271,6,Ponds,Model-2934,High quality ponds product 271 from Ponds,21853.28,28088,32808.82,8.43,60x40x19 cm,False
272,Adidas Product 272,7,Adidas,Model-6510,High quality adidas product 272 from Adidas,13016.42,18904,23919.74,1.98,68x25x31 cm,True
273,Adidas Product 273,7,Adidas,Model-3008,High quality adidas product 273 from Adidas,26345.2,41237,48949.48,0.65,63x26x17 cm,False
274,Huawei Tablet 17,1,Huawei,Model-4369,High quality huawei tablet 17 from Huawei,22418.91,37306,45045.46,3.54,14x52x18 cm,True
275,Garnier Product 275,6,Garnier,Model-1548,High quality garnier product 275 from Garnier,16584.87,25393,29997.82,1.2,89x13x43 cm,True
276,Infinix Charger 2,1,Infinix,Model-5270,High quality infinix charger 2 from Infinix,28537.2,39580,51411.3,2.63,54x43x31 cm,True
277,Shan Foods Milk,3,Shan Foods,Model-1439,High quality shan foods milk from Shan Foods,30316.62,39219,48050.13,1.95,97x28x47 cm,True
278,Engro Bread,3,Engro,Model-2517,High quality engro bread from Engro,14056.27,17582,21540.54,1.05,58x24x24 cm,True
279,Adidas Product 279,7,Adidas,Model-3509,High quality adidas product 279 from Adidas,31900.32,48374,61060.71,0.14,35x35x31 cm,False
280,Mitsubishi Product 280,4,Mitsubishi,Model-8127,High quality mitsubishi product 280 from Mitsubishi,20656.37,28810,36269.15,4.05,68x75x31 cm,True
281,Khaadi Shalwar,2,Khaadi,Model-4458,High quality khaadi shalwar from Khaadi,13803.13,18068,21134.94,7.97,98x76x8 cm,True
282,Puma Product 282,7,Puma,Model-8274,High quality puma product 282 from Puma,31092.08,46763,54957.88,1.51,36x93x28 cm,True
283,Engro Milk,3,Engro,Model-5390,High quality engro milk from Engro,33811.41,49245,57237.2,1.56,10x56x23 cm,True
284,Clean & Clear Product 284,6,Clean & Clear,Model-4284,High quality clean & clear product 284 from Clean & Clear,26422.57,33707,39000.24,5.24,56x77x42 cm,False
285,Garnier Product 285,6,Garnier,Model-3125,High quality garnier product 285 from Garnier,34387.78,46606,57427.4,4.88,88x96x30 cm,False
286,Under Armour Product 286,7,Under Armour,Model-6509,High quality under armour product 286 from Under Armour,29509.33,40473,46861.24,1.94,84x68x31 cm,True
287,Engro Juice,3,Engro,Model-9564,High quality engro juice from Engro,6127.82,10192,12648.06,0.94,33x77x2 cm,True
288,Pelikan Product 288,8,Pelikan,Model-9941,High quality pelikan product 288 from Pelikan,6706.44,8680,9616.02,0.08,16x57x12 cm,True
289,Ponds Product 289,6,Ponds,Model-3504,High quality ponds product 289 from Ponds,6838.42,10839,13660.3,5.54,92x42x27 cm,True
290,Furniture Mall Product 290,5,Furniture Mall,Model-6043,High quality furniture mall product 290 from Furniture Mall,4177.73,5940,6705.26,6.5,50x13x3 cm,True
291,Gul Ahmed Dupatta,2,Gul Ahmed,Model-3391,High quality gul ahmed dupatta from Gul Ahmed,27355.98,38557,45274.17,4.68,91x91x33 cm,True
292,Daihatsu Product 292,4,Daihatsu,Model-8605,High quality daihatsu product 292 from Daihatsu,14428.36,19966,23845.04,8.57,50x58x40 cm,True
293,Interwood Product 293,5,Interwood,Model-8547,High quality interwood product 293 from Interwood,16964.91,23591,29333.45,6.95,47x93x24 cm,True
294,Oxford Product 294,8,Oxford,Model-4494,High quality oxford product 294 from Oxford,15359.51,21257,27097.58,1.99,94x28x18 cm,True
295,Alkaram Shalwar,2,Alkaram,Model-2148,High quality alkaram shalwar from Alkaram,28210.24,35412,38960.71,8.02,68x16x33 cm,False
296,Chen One Pants,2,Chen One,Model-6943,High quality chen one pants from Chen One,2559.69,3447,4100.83,7.98,51x84x4 cm,False
297,Gul Ahmed Scarf,2,Gul Ahmed,Model-3953,High quality gul ahmed scarf from Gul Ahmed,5897.54,9820,11715.98,1.08,73x89x29 cm,True
298,Nike Product 298,7,Nike,Model-4551,High quality nike product 298 from Nike,16792.18,26112,32947.23,0.12,29x48x38 cm,True
299,Nissan Product 299,4,Nissan,Model-3976,High quality nissan product 299 from Nissan,2666.82,3870,4713.3,7.4,100x27x19 cm,True
300,Nike Product 300,7,Nike,Model-8779,High quality nike product 300 from Nike,26233.02,38859,45896.8,1.46,82x59x5 cm,False
301,Fair & Lovely Product 301,6,Fair & Lovely,Model-8788,High quality fair & lovely product 301 from Fair & Lovely,22736.56,33131,42983.26,9.4,38x34x2 cm,False
302,Gul Ahmed Dupatta,2,Gul Ahmed,Model-5330,High quality gul ahmed dupatta from Gul Ahmed,5924.12,7694,9588.28,9.79,86x64x3 cm,True
303,Chenab Product 303,5,Chenab,Model-8126,High quality chenab product 303 from Chenab,24510.06,36601,45136.0,6.05,46x66x25 cm,True
304,Chen One Shalwar,2,Chen One,Model-7604,High quality chen one shalwar from Chen One,22231.31,30285,35164.13,1.64,65x65x14 cm,False
305,Pelikan Product 305,8,Pelikan,Model-3541,High quality pelikan product 305 from Pelikan,28544.84,38911,45904.52,0.51,54x56x14 cm,False
306,Khaadi Dress,2,Khaadi,Model-9181,High quality khaadi dress from Khaadi,2827.65,4387,5422.92,8.72,45x91x5 cm,True
307,Nike Product 307,7,Nike,Model-3148,High quality nike product 307 from Nike,17825.14,28501,32575.37,1.91,19x65x15 cm,False
308,Mitsubishi Product 308,4,Mitsubishi,Model-1126,High quality mitsubishi product 308 from Mitsubishi,16604.3,21668,27167.43,4.18,82x98x37 cm,True
309,Shan Foods Juice,3,Shan Foods,Model-5573,High quality shan foods juice from Shan Foods,20622.6,28184,31880.5,0.09,37x70x18 cm,True
310,Huawei Tablet 13,1,Huawei,Model-2670,High quality huawei tablet 13 from Huawei,803.79,1291,1433.15,2.12,71x42x37 cm,True
311,Fair & Lovely Product 311,6,Fair & Lovely,Model-1283,High quality fair & lovely product 311 from Fair & Lovely,31879.17,49080,63280.6,3.58,29x91x25 cm,True
312,QMobile Charger 7,1,QMobile,Model-8491,High quality qmobile charger 7 from QMobile,20839.82,30820,35918.86,3.48,62x54x20 cm,False
313,Honda Product 313,4,Honda,Model-2937,High quality honda product 313 from Honda,19765.44,28010,32703.55,9.75,33x94x12 cm,True
314,Oppo Smartphone 6,1,Oppo,Model-3675,High quality oppo smartphone 6 from Oppo,17055.95,24827,29809.79,5.05,82x47x2 cm,True
315,Garnier Product 315,6,Garnier,Model-2874,High quality garnier product 315 from Garnier,18873.87,31232,38671.81,1.45,12x97x13 cm,False
316,Pilot Product 316,8,Pilot,Model-9153,High quality pilot product 316 from Pilot,32603.13,41038,53156.56,1.81,54x18x35 cm,False
317,Chen One Scarf,2,Chen One,Model-2536,High quality chen one scarf from Chen One,20434.87,27663,32350.94,6.59,35x36x18 cm,True
318,Clean & Clear Product 318,6,Clean & Clear,Model-8483,High quality clean & clear product 318 from Clean & Clear,839.76,1058,1328.58,0.86,32x96x44 cm,False
319,Gul Ahmed Dress,2,Gul Ahmed,Model-6744,High quality gul ahmed dress from Gul Ahmed,25013.76,33976,40427.25,0.93,62x68x49 cm,False
320,Samsung Headphones 5,1,Samsung,Model-1511,High quality samsung headphones 5 from Samsung,1672.37,2171,2789.03,0.88,80x25x20 cm,True
321,Oxford Product 321,8,Oxford,Model-1220,High quality oxford product 321 from Oxford,937.14,1469,1666.22,1.8,90x59x26 cm,True
322,Adidas Product 322,7,Adidas,Model-1695,High quality adidas product 322 from Adidas,14529.36,18464,22760.9,1.86,30x87x9 cm,True
323,Gul Ahmed Pants,2,Gul Ahmed,Model-3585,High quality gul ahmed pants from Gul Ahmed,26637.3,37161,43441.27,3.96,76x65x40 cm,True
324,Garnier Product 324,6,Garnier,Model-2894,High quality garnier product 324 from Garnier,36718.07,48030,59015.97,9.2,76x92x3 cm,True
325,Tecno Charger 12,1,Tecno,Model-1812,High quality tecno charger 12 from Tecno,22359.93,35715,45932.08,8.1,18x88x42 cm,True
326,Reebok Product 326,7,Reebok,Model-3947,High quality reebok product 326 from Reebok,23973.81,35483,41903.87,1.03,94x27x33 cm,True
327,Honda Product 327,4,Honda,Model-1412,High quality honda product 327 from Honda,29695.07,38237,43965.88,9.05,35x68x37 cm,True
328,Habitt Product 328,5,Habitt,Model-9808,High quality habitt product 328 from Habitt,15633.02,22971,27252.13,8.32,26x72x29 cm,True
329,Ponds Product 329,6,Ponds,Model-2410,High quality ponds product 329 from Ponds,8288.48,11671,13412.37,6.5,65x86x16 cm,True
330,Chenab Product 330,5,Chenab,Model-5278,High quality chenab product 330 from Chenab,19054.49,26095,30564.31,9.21,22x98x11 cm,False
331,L'Oreal Product 331,6,L'Oreal,Model-7739,High quality l'oreal product 331 from L'Oreal,8953.26,12322,15085.55,0.76,85x58x6 cm,True
332,Garnier Product 332,6,Garnier,Model-1206,High quality garnier product 332 from Garnier,8160.32,13405,16660.23,2.57,73x71x17 cm,False
333,Nestle Tea,3,Nestle,Model-2683,High quality nestle tea from Nestle,10184.77,13413,15981.93,0.54,59x20x6 cm,True
334,Interwood Product 334,5,Interwood,Model-4278,High quality interwood product 334 from Interwood,9142.66,12254,14743.6,4.39,24x32x32 cm,True
335,Alkaram Kurta,2,Alkaram,Model-5715,High quality alkaram kurta from Alkaram,15001.42,22043,27510.64,1.12,86x12x36 cm,False
336,Tecno Headphones 9,1,Tecno,Model-4067,High quality tecno headphones 9 from Tecno,20708.27,28783,32085.08,9.05,25x12x44 cm,True
337,Chenab Product 337,5,Chenab,Model-3671,High quality chenab product 337 from Chenab,35473.68,48758,58570.68,4.24,38x41x29 cm,True
338,Pelikan Product 338,8,Pelikan,Model-6714,High quality pelikan product 338 from Pelikan,1361.79,2014,2392.24,1.96,80x12x44 cm,True
339,Pelikan Product 339,8,Pelikan,Model-5010,High quality pelikan product 339 from Pelikan,14615.9,18765,22863.25,1.77,18x24x15 cm,True
340,Habitt Product 340,5,Habitt,Model-9171,High quality habitt product 340 from Habitt,5739.68,8992,10076.41,8.43,15x85x36 cm,True
341,Engro Milk,3,Engro,Model-4067,High quality engro milk from Engro,1816.87,2932,3626.13,0.79,22x77x24 cm,True
342,Infinix Smartphone 1,1,Infinix,Model-5490,High quality infinix smartphone 1 from Infinix,24452.48,37200,46950.42,3.77,89x76x32 cm,True
343,Garnier Product 343,6,Garnier,Model-6196,High quality garnier product 343 from Garnier,16456.99,25159,28093.53,4.19,36x13x5 cm,True
344,Furniture Mall Product 344,5,Furniture Mall,Model-4617,High quality furniture mall product 344 from Furniture Mall,23240.59,35764,42832.16,5.33,29x53x43 cm,False
345,Ponds Product 345,6,Ponds,Model-8702,High quality ponds product 345 from Ponds,22769.32,29216,33259.61,2.89,64x44x41 cm,True
346,Tecno Laptop 20,1,Tecno,Model-8700,High quality tecno laptop 20 from Tecno,28626.81,41091,50017.21,0.44,57x73x47 cm,False
347,Honda Product 347,4,Honda,Model-4461,High quality honda product 347 from Honda,8406.76,12709,15622.84,1.85,53x37x4 cm,True
348,Vivo Camera 20,1,Vivo,Model-7397,High quality vivo camera 20 from Vivo,19553.26,27115,31237.19,8.09,96x27x10 cm,True
349,Habitt Product 349,5,Habitt,Model-2985,High quality habitt product 349 from Habitt,10001.99,12703,16394.71,4.23,47x21x2 cm,True
350,QMobile Camera 17,1,QMobile,Model-4357,High quality qmobile camera 17 from QMobile,18670.37,25292,32689.75,9.25,15x92x39 cm,False
351,Nissan Product 351,4,Nissan,Model-5989,High quality nissan product 351 from Nissan,30364.19,47358,56795.88,1.99,82x59x14 cm,True
352,Chenab Product 352,5,Chenab,Model-9795,High quality chenab product 352 from Chenab,32571.86,44172,55545.43,0.42,29x14x15 cm,False
353,Nissan Product 353,4,Nissan,Model-7494,High quality nissan product 353 from Nissan,28737.35,41391,51736.7,0.32,93x72x46 cm,True
354,Sapphire Pants,2,Sapphire,Model-4863,High quality sapphire pants from Sapphire,1314.29,2179,2560.28,5.15,56x84x12 cm,True
355,Chen One Kurta,2,Chen One,Model-7341,High quality chen one kurta from Chen One,16454.32,22208,24592.33,8.87,41x13x39 cm,True
356,Staedtler Product 356,8,Staedtler,Model-5800,High quality staedtler product 356 from Staedtler,20241.56,30275,36446.92,1.25,51x68x25 cm,False
357,Pelikan Product 357,8,Pelikan,Model-6590,High quality pelikan product 357 from Pelikan,8971.47,11535,13555.35,0.44,78x88x44 cm,True
358,Toyota Product 358,4,Toyota,Model-9196,High quality toyota product 358 from Toyota,27735.45,39235,45622.58,2.18,59x85x33 cm,True
359,Bonanza Suit,2,Bonanza,Model-5426,High quality bonanza suit from Bonanza,10301.51,14931,17729.5,8.8,34x95x42 cm,True
360,Pilot Product 360,8,Pilot,Model-1638,High quality pilot product 360 from Pilot,7688.74,11048,12998.66,1.58,43x27x16 cm,True
361,QMobile TV 10,1,QMobile,Model-6936,High quality qmobile tv 10 from QMobile,14536.92,23190,26193.46,6.65,78x88x13 cm,True
362,Interwood Product 362,5,Interwood,Model-3624,High quality interwood product 362 from Interwood,7933.26,10404,13174.46,5.04,63x76x14 cm,True
363,Samsung Headphones 6,1,Samsung,Model-5792,High quality samsung headphones 6 from Samsung,686.88,876,1048.7,4.33,14x93x23 cm,False
364,Reebok Product 364,7,Reebok,Model-8687,High quality reebok product 364 from Reebok,4767.27,7223,8231.74,1.31,22x76x29 cm,False
365,Khaadi Scarf,2,Khaadi,Model-8041,High quality khaadi scarf from Khaadi,14798.36,18757,21374.68,1.9,10x24x15 cm,True
366,Shan Foods Rice,3,Shan Foods,Model-5017,High quality shan foods rice from Shan Foods,28365.94,41916,51846.5,0.08,75x63x15 cm,False
367,Clean & Clear Product 367,6,Clean & Clear,Model-2254,High quality clean & clear product 367 from Clean & Clear,25551.74,37434,41603.29,1.88,84x57x43 cm,False
368,Interwood Product 368,5,Interwood,Model-2977,High quality interwood product 368 from Interwood,29159.09,38448,45504.38,6.23,80x55x42 cm,False
369,Chen One Suit,2,Chen One,Model-8919,High quality chen one suit from Chen One,4223.25,6735,7645.69,1.64,64x86x40 cm,False
370,Oxford Product 370,8,Oxford,Model-1519,High quality oxford product 370 from Oxford,9195.65,12255,15766.87,0.16,83x11x25 cm,True
371,Sapphire Suit,2,Sapphire,Model-3206,High quality sapphire suit from Sapphire,18840.63,29473,33743.16,3.42,24x46x12 cm,True
372,Bonanza Scarf,2,Bonanza,Model-6775,High quality bonanza scarf from Bonanza,9624.32,12465,16000.81,1.75,99x76x33 cm,False
373,Oppo Smartphone 5,1,Oppo,Model-1036,High quality oppo smartphone 5 from Oppo,1267.27,2035,2514.08,6.74,78x38x30 cm,True
374,Oxford Product 374,8,Oxford,Model-2273,High quality oxford product 374 from Oxford,4055.29,5507,6522.27,1.65,23x82x18 cm,True
375,Nestle Tea,3,Nestle,Model-7609,High quality nestle tea from Nestle,18416.39,23607,29856.58,0.74,51x31x42 cm,True
376,Garnier Product 376,6,Garnier,Model-6415,High quality garnier product 376 from Garnier,29080.5,42958,54696.61,3.96,18x38x33 cm,True
377,Pilot Product 377,8,Pilot,Model-2494,High quality pilot product 377 from Pilot,3105.43,4659,5560.3,1.33,51x59x43 cm,True
378,Pilot Product 378,8,Pilot,Model-3313,High quality pilot product 378 from Pilot,2845.61,3865,4728.74,0.43,47x65x41 cm,True
379,Chenab Product 379,5,Chenab,Model-7202,High quality chenab product 379 from Chenab,10133.17,15068,16642.56,3.0,27x63x17 cm,True
380,Nissan Product 380,4,Nissan,Model-2194,High quality nissan product 380 from Nissan,18378.63,30278,37528.19,6.17,95x28x44 cm,True
381,Alkaram Shalwar,2,Alkaram,Model-7077,High quality alkaram shalwar from Alkaram,32965.9,43651,53106.33,2.16,78x82x8 cm,False
382,Furniture Mall Product 382,5,Furniture Mall,Model-6055,High quality furniture mall product 382 from Furniture Mall,10079.12,14074,16066.75,1.21,47x51x26 cm,False
383,Staedtler Product 383,8,Staedtler,Model-4000,High quality staedtler product 383 from Staedtler,19605.93,27965,31697.52,0.53,71x50x29 cm,True
384,Tecno Laptop 7,1,Tecno,Model-2076,High quality tecno laptop 7 from Tecno,4616.19,7461,8380.95,7.93,88x27x34 cm,False
385,Infinix Speaker 11,1,Infinix,Model-2042,High quality infinix speaker 11 from Infinix,16501.91,25386,28380.09,1.56,100x80x41 cm,False
386,Adidas Product 386,7,Adidas,Model-5870,High quality adidas product 386 from Adidas,11641.23,16851,21814.83,1.82,15x90x1 cm,True
387,Nissan Product 387,4,Nissan,Model-6709,High quality nissan product 387 from Nissan,6187.0,9683,11472.3,5.08,85x94x31 cm,False
388,Interwood Product 388,5,Interwood,Model-6603,High quality interwood product 388 from Interwood,6733.88,9845,11817.46,9.38,100x15x33 cm,True
389,Honda Product 389,4,Honda,Model-2165,High quality honda product 389 from Honda,27424.49,42908,55633.75,3.49,22x18x38 cm,True
390,Khaadi Shirt,2,Khaadi,Model-1201,High quality khaadi shirt from Khaadi,33938.82,45893,50533.06,0.55,48x39x39 cm,True
391,Garnier Product 391,6,Garnier,Model-1532,High quality garnier product 391 from Garnier,24901.83,37932,43632.82,8.88,97x66x41 cm,True
